signaltime,speed,longitude,latitude,startmileage
2014-01-01 09:36:56,92,113.267921,23.297649,15801
2014-01-01 09:36:57,108,113.268097,23.30237,16324
2014-01-01 09:36:59,104,113.267853,23.29623,15644
2014-01-01 09:37:00,81,113.258759,23.24202,9534
2014-01-01 09:37:01,76,113.26857,23.31308,17512
2014-01-01 09:37:03,85,113.267967,23.299009,15952
2014-01-01 09:37:03,89,113.264877,23.27342,13082
2014-01-01 09:37:05,93,113.260353,23.251551,10604
2014-01-01 09:37:07,92,113.257553,23.237921,9063
2014-01-01 09:37:07,87,113.268021,23.30131,16207
2014-01-01 09:37:10,77,113.268593,23.31427,17644
2014-01-01 09:37:11,89,113.268051,23.301121,16186
2014-01-01 09:37:11,85,113.257713,23.23839,9117
2014-01-01 09:37:12,85,113.258011,23.23942,9235
2014-01-01 09:37:12,95,113.268219,23.305941,16720
2014-01-01 09:37:15,107,113.260132,23.24988,10418
2014-01-01 09:37:16,71,113.268639,23.31575,17807
2014-01-01 09:37:17,85,113.257156,23.236389,8888
2014-01-01 09:37:18,82,113.268044,23.302179,16303
2014-01-01 09:37:19,81,113.25885,23.24226,9562
2014-01-01 09:37:22,85,113.258537,23.241211,9441
2014-01-01 09:37:22,89,113.268181,23.30477,16590
2014-01-01 09:37:25,103,113.267906,23.29759,15795
2014-01-01 09:37:25,81,113.259201,23.24367,9723
2014-01-01 09:37:26,70,113.25869,23.24152,9479
2014-01-01 09:37:29,78,113.26815,23.30361,16462
2014-01-01 09:37:30,107,113.260582,23.254021,10878
2014-01-01 09:37:33,81,113.264168,23.271601,12867
2014-01-01 09:37:33,80,113.268143,23.305071,16623
2014-01-01 09:37:34,81,113.259583,23.24559,9938
2014-01-01 09:37:37,87,113.259293,23.24436,9799
2014-01-01 09:37:39,74,113.260223,23.250839,10524
2014-01-01 09:37:40,89,113.260208,23.250481,10485
2014-01-01 09:37:40,98,113.268066,23.301531,16231
2014-01-01 09:37:40,85,113.256508,23.22987,8163
2014-01-01 09:37:41,81,113.259377,23.244711,9839
2014-01-01 09:37:43,85,113.259628,23.24604,9989
2014-01-01 09:37:45,104,113.268257,23.307341,16875
2014-01-01 09:37:48,90,113.26825,23.30835,16986
2014-01-01 09:37:50,74,113.265388,23.27478,13242
2014-01-01 09:37:52,97,113.268433,23.3118,17369
2014-01-01 09:37:55,92,113.26059,23.25423,10902
2014-01-01 09:37:55,84,113.268211,23.30489,16604
2014-01-01 09:37:56,81,113.256577,23.23311,8521
2014-01-01 09:37:56,92,113.260262,23.250759,10516
2014-01-01 09:37:57,78,113.260002,23.24856,10271
2014-01-01 09:37:58,107,113.267578,23.289579,14907
2014-01-01 09:37:58,89,113.262291,23.266529,12273
2014-01-01 09:38:01,81,113.26062,23.25473,10957
2014-01-01 09:38:01,33,113.256271,23.22974,8150
2014-01-01 09:38:03,89,113.256622,23.228821,8047
2014-01-01 09:38:05,85,113.267548,23.28824,14758
2014-01-01 09:38:05,113,113.262741,23.267639,12404
2014-01-01 09:38:07,84,113.260246,23.25042,10478
2014-01-01 09:38:10,81,113.260941,23.257759,11294
2014-01-01 09:38:11,92,113.25721,23.236589,8911
2014-01-01 09:38:12,78,113.260277,23.25131,10577
2014-01-01 09:38:13,81,113.260338,23.251841,10636
2014-01-01 09:38:16,89,113.260948,23.258089,11330
2014-01-01 09:38:16,107,113.262497,23.26708,12338
2014-01-01 09:38:16,100,113.2686,23.315439,17773
2014-01-01 09:38:16,45,113.256599,23.229321,8102
2014-01-01 09:38:17,98,113.260246,23.250509,10488
2014-01-01 09:38:18,81,113.256554,23.232189,8420
2014-01-01 09:38:20,116,113.264267,23.271749,12886
2014-01-01 09:38:21,85,113.260803,23.25633,11135
2014-01-01 09:38:22,90,113.260597,23.25378,10852
2014-01-01 09:38:23,85,113.267189,23.282169,14084
2014-01-01 09:38:25,80,113.268448,23.311291,17313
2014-01-01 09:38:25,93,113.256668,23.23337,8551
2014-01-01 09:38:26,85,113.260941,23.257641,11281
2014-01-01 09:38:26,89,113.261299,23.26129,11687
2014-01-01 09:38:27,56,113.259621,23.243731,9739
2014-01-01 09:38:27,81,113.258202,23.240049,9308
2014-01-01 09:38:29,30,113.256363,23.22908,8078
2014-01-01 09:38:29,111,113.267921,23.297871,15826
2014-01-01 09:38:29,92,113.264908,23.27363,13104
2014-01-01 09:38:29,92,113.260712,23.255529,11046
2014-01-01 09:38:32,97,113.260612,23.25424,10903
2014-01-01 09:38:34,89,113.25708,23.235769,8820
2014-01-01 09:38:37,93,113.260933,23.257191,11231
2014-01-01 09:38:37,100,113.2565,23.23115,8305
2014-01-01 09:38:37,70,113.261124,23.259581,11497
2014-01-01 09:38:40,98,113.268539,23.31469,17690
2014-01-01 09:38:42,85,113.261253,23.260811,11633
2014-01-01 09:38:42,79,113.258232,23.240129,9317
2014-01-01 09:38:42,70,113.258987,23.24295,9640
2014-01-01 09:38:43,92,113.260986,23.25811,11333
2014-01-01 09:38:43,81,113.259842,23.246531,10046
2014-01-01 09:38:44,92,113.261032,23.258841,11414
2014-01-01 09:38:44,92,113.26609,23.27701,13500
2014-01-01 09:38:44,92,113.256828,23.234659,8694
2014-01-01 09:38:45,98,113.256577,23.22941,8113
2014-01-01 09:38:47,96,113.262039,23.26535,12141
2014-01-01 09:38:47,98,113.260963,23.257879,11307
2014-01-01 09:38:47,100,113.265358,23.274759,13238
2014-01-01 09:38:51,107,113.267998,23.30069,16138
2014-01-01 09:38:52,103,113.261307,23.26091,11645
2014-01-01 09:38:55,84,113.258293,23.2402,9327
2014-01-01 09:39:00,104,113.261543,23.26289,11865
2014-01-01 09:39:00,96,113.266922,23.28054,13901
2014-01-01 09:39:00,89,113.257599,23.23807,9080
2014-01-01 09:39:05,95,113.267471,23.28389,14277
2014-01-01 09:39:07,100,113.262321,23.266479,12269
2014-01-01 09:39:07,104,113.257736,23.238331,9112
2014-01-01 09:39:09,92,113.267731,23.29258,15239
2014-01-01 09:39:10,56,113.259537,23.24362,9725
2014-01-01 09:39:10,92,113.26194,23.26487,12088
2014-01-01 09:39:10,103,113.259193,23.243629,9718
2014-01-01 09:39:11,48,113.257347,23.237671,9031
2014-01-01 09:39:12,77,113.259644,23.24608,9994
2014-01-01 09:39:12,85,113.264282,23.27198,12910
2014-01-01 09:39:13,92,113.262863,23.268089,12455
2014-01-01 09:39:15,85,113.258614,23.241341,9457
2014-01-01 09:39:15,96,113.267349,23.284229,14313
2014-01-01 09:39:17,101,113.262131,23.26568,12179
2014-01-01 09:39:18,89,113.264633,23.27276,13004
2014-01-01 09:39:18,58,113.259506,23.24354,9715
2014-01-01 09:39:20,92,113.259659,23.24617,10004
2014-01-01 09:39:22,108,113.263031,23.268709,12525
2014-01-01 09:39:23,81,113.259354,23.243071,9661
2014-01-01 09:39:25,90,113.259857,23.247141,10113
2014-01-01 09:39:26,70,113.259804,23.246401,10031
2014-01-01 09:39:27,84,113.260117,23.24921,10344
2014-01-01 09:39:27,89,113.263931,23.271009,12797
2014-01-01 09:39:29,81,113.260918,23.257231,11236
2014-01-01 09:39:29,100,113.263077,23.268749,12531
2014-01-01 09:39:29,89,113.256523,23.229679,8142
2014-01-01 09:39:30,104,113.263771,23.27051,12739
2014-01-01 09:39:30,97,113.258034,23.23947,9241
2014-01-01 09:39:30,13,113.25631,23.229429,8117
2014-01-01 09:39:32,103,113.26326,23.26932,12597
2014-01-01 09:39:33,76,113.259727,23.246161,10003
2014-01-01 09:39:33,92,113.265869,23.276251,13412
2014-01-01 09:39:33,85,113.257179,23.23608,8856
2014-01-01 09:39:35,100,113.260178,23.249861,10416
2014-01-01 09:39:37,37,113.25647,23.229191,8089
2014-01-01 09:39:38,63,113.259209,23.24506,9873
2014-01-01 09:39:38,89,113.264816,23.273331,13070
2014-01-01 09:39:38,26,113.256447,23.229231,8094
2014-01-01 09:39:39,89,113.268028,23.2997,16028
2014-01-01 09:39:39,18,113.256432,23.229259,8097
2014-01-01 09:39:40,98,113.260246,23.250641,10503
2014-01-01 09:39:40,11,113.256432,23.22928,8099
2014-01-01 09:39:41,48,113.259941,23.247589,10163
2014-01-01 09:39:43,89,113.265099,23.273979,13148
2014-01-01 09:39:44,100,113.264557,23.2726,12985
2014-01-01 09:39:44,100,113.260841,23.25688,11196
2014-01-01 09:39:46,89,113.267647,23.291759,15148
2014-01-01 09:39:47,100,113.264664,23.272961,13026
2014-01-01 09:39:48,80,113.260101,23.248871,10306
2014-01-01 09:39:50,98,113.267883,23.2953,15541
2014-01-01 09:39:51,89,113.260559,23.253679,10841
2014-01-01 09:39:53,92,113.268608,23.317141,17961
2014-01-01 09:39:56,89,113.260391,23.251329,10580
2014-01-01 09:39:58,111,113.267258,23.28302,14178
2014-01-01 09:40:00,92,113.257271,23.236771,8932
2014-01-01 09:40:00,79,113.259506,23.24519,9893
2014-01-01 09:40:00,42,113.256111,23.230141,8195
2014-01-01 09:40:00,78,113.265793,23.275909,13374
2014-01-01 09:40:00,104,113.261803,23.264429,12037
2014-01-01 09:40:01,78,113.266197,23.27701,13503
2014-01-01 09:40:01,85,113.267769,23.295099,15517
2014-01-01 09:40:02,89,113.260361,23.25178,10629
2014-01-01 09:40:03,98,113.260437,23.252239,10681
2014-01-01 09:40:04,104,113.267418,23.28429,14320
2014-01-01 09:40:05,85,113.258003,23.23926,9218
2014-01-01 09:40:07,95,113.266563,23.278721,13696
2014-01-01 09:40:08,43,113.260857,23.25769,11285
2014-01-01 09:40:09,92,113.266876,23.280149,13858
2014-01-01 09:40:10,90,113.260933,23.25737,11251
2014-01-01 09:40:10,92,113.268303,23.306919,16829
2014-01-01 09:40:14,100,113.261841,23.264601,12056
2014-01-01 09:40:14,89,113.26712,23.28159,14019
2014-01-01 09:40:15,111,113.262962,23.26841,12492
2014-01-01 09:40:15,92,113.258331,23.240499,9359
2014-01-01 09:40:16,89,113.258324,23.24033,9341
2014-01-01 09:40:17,81,113.267899,23.29851,15896
2014-01-01 09:40:17,85,113.260628,23.25486,10971
2014-01-01 09:40:17,98,113.26683,23.280001,13841
2014-01-01 09:40:19,81,113.26001,23.24827,10239
2014-01-01 09:40:21,70,113.261093,23.259501,11487
2014-01-01 09:40:22,95,113.26722,23.282249,14093
2014-01-01 09:40:27,111,113.2612,23.25955,11494
2014-01-01 09:40:28,44,113.259727,23.24428,9800
2014-01-01 09:40:29,104,113.267647,23.291401,15108
2014-01-01 09:40:30,96,113.259132,23.24361,9715
2014-01-01 09:40:30,96,113.26297,23.26853,12505
2014-01-01 09:40:32,100,113.261032,23.25869,11398
2014-01-01 09:40:32,96,113.267517,23.284901,14389
2014-01-01 09:40:32,70,113.267998,23.301439,16221
2014-01-01 09:40:32,103,113.267357,23.28384,14270
2014-01-01 09:40:33,108,113.261147,23.259741,11514
2014-01-01 09:40:34,92,113.260338,23.25103,10547
2014-01-01 09:40:35,100,113.268143,23.30348,16447
2014-01-01 09:40:35,72,113.26825,23.30533,16653
2014-01-01 09:40:35,111,113.267738,23.29262,15244
2014-01-01 09:40:35,96,113.260452,23.251989,10653
2014-01-01 09:40:36,81,113.259628,23.24589,9972
2014-01-01 09:40:37,63,113.261414,23.26228,11796
2014-01-01 09:40:38,56,113.256302,23.22963,8138
2014-01-01 09:40:40,107,113.26754,23.28746,14672
2014-01-01 09:40:41,67,113.268532,23.312811,17482
2014-01-01 09:40:42,104,113.261749,23.263651,11952
2014-01-01 09:40:42,97,113.262466,23.266991,12327
2014-01-01 09:40:43,59,113.259789,23.246401,10031
2014-01-01 09:40:44,111,113.26783,23.295509,15564
2014-01-01 09:40:45,101,113.260674,23.25532,11023
2014-01-01 09:40:45,96,113.264099,23.27149,12853
2014-01-01 09:40:45,96,113.267616,23.289431,14890
2014-01-01 09:40:46,96,113.259911,23.247919,10199
2014-01-01 09:40:46,85,113.267487,23.28598,14508
2014-01-01 09:40:46,89,113.265907,23.27627,13416
2014-01-01 09:40:48,84,113.261673,23.26346,11930
2014-01-01 09:40:48,100,113.261459,23.26244,11815
2014-01-01 09:40:50,92,113.260811,23.255711,11067
2014-01-01 09:40:50,72,113.268356,23.30789,16936
2014-01-01 09:40:51,81,113.268288,23.307369,16878
2014-01-01 09:40:51,81,113.260094,23.24901,10321
2014-01-01 09:40:52,67,113.261902,23.26466,12064
2014-01-01 09:40:52,98,113.267616,23.289289,14875
2014-01-01 09:40:55,96,113.257301,23.236919,8949
2014-01-01 09:40:55,90,113.262657,23.267321,12368
2014-01-01 09:40:56,59,113.268623,23.3153,17758
2014-01-01 09:40:58,115,113.262787,23.267929,12436
2014-01-01 09:40:59,78,113.260139,23.24922,10345
2014-01-01 09:40:59,100,113.267952,23.299601,16017
2014-01-01 09:40:59,85,113.268341,23.308981,17057
2014-01-01 09:41:00,98,113.261078,23.259109,11444
2014-01-01 09:41:01,81,113.267609,23.28908,14851
2014-01-01 09:41:01,100,113.260338,23.251631,10613
2014-01-01 09:41:02,100,113.2677,23.290911,15054
2014-01-01 09:41:03,89,113.26226,23.266041,12221
2014-01-01 09:41:05,96,113.261162,23.25938,11475
2014-01-01 09:41:06,104,113.268044,23.301029,16176
2014-01-01 09:41:09,31,113.260612,23.256109,11109
2014-01-01 09:41:11,96,113.258408,23.240641,9377
2014-01-01 09:41:11,89,113.267807,23.29504,15512
2014-01-01 09:41:13,107,113.264252,23.27187,12897
2014-01-01 09:41:15,92,113.260651,23.254841,10970
2014-01-01 09:41:15,100,113.261559,23.26293,11870
2014-01-01 09:41:16,89,113.267311,23.28289,14165
2014-01-01 09:41:16,89,113.266548,23.278669,13690
2014-01-01 09:41:16,104,113.267853,23.29681,15708
2014-01-01 09:41:17,104,113.268471,23.31316,17520
2014-01-01 09:41:17,89,113.267738,23.2925,15230
2014-01-01 09:41:17,105,113.267807,23.294849,15491
2014-01-01 09:41:17,96,113.258812,23.24206,9539
2014-01-01 09:41:17,92,113.260651,23.254829,10968
2014-01-01 09:41:18,100,113.263428,23.269581,12630
2014-01-01 09:41:21,100,113.261673,23.263321,11915
2014-01-01 09:41:23,104,113.264351,23.27195,12910
2014-01-01 09:41:27,85,113.259323,23.244329,9796
2014-01-01 09:41:27,100,113.266212,23.277349,13540
2014-01-01 09:41:29,89,113.260757,23.25596,11094
2014-01-01 09:41:30,106,113.262413,23.266821,12308
2014-01-01 09:41:30,96,113.268242,23.307211,16861
2014-01-01 09:41:31,96,113.267998,23.300619,16130
2014-01-01 09:41:32,92,113.26107,23.258789,11409
2014-01-01 09:41:32,92,113.267899,23.295959,15614
2014-01-01 09:41:32,97,113.267967,23.29858,15904
2014-01-01 09:41:32,89,113.256554,23.22961,8135
2014-01-01 09:41:33,70,113.26841,23.31238,17433
2014-01-01 09:41:33,100,113.267967,23.300039,16066
2014-01-01 09:41:34,104,113.264969,23.273569,13100
2014-01-01 09:41:37,92,113.26828,23.30825,16976
2014-01-01 09:41:37,100,113.268021,23.30093,16165
2014-01-01 09:41:37,96,113.261147,23.259371,11474
2014-01-01 09:41:38,92,113.256683,23.23341,8555
2014-01-01 09:41:40,98,113.266144,23.276951,13495
2014-01-01 09:41:42,100,113.259911,23.24785,10191
2014-01-01 09:41:42,104,113.268082,23.302999,16394
2014-01-01 09:41:44,111,113.266968,23.28072,13921
2014-01-01 09:41:45,97,113.26371,23.270491,12735
2014-01-01 09:41:47,89,113.267464,23.285959,14506
2014-01-01 09:41:47,96,113.268028,23.29958,16015
2014-01-01 09:41:47,96,113.261543,23.26265,11839
2014-01-01 09:41:47,96,113.267632,23.289921,14945
2014-01-01 09:41:48,100,113.261589,23.263161,11896
2014-01-01 09:41:48,92,113.256622,23.23332,8545
2014-01-01 09:41:49,78,113.268517,23.3155,17779
2014-01-01 09:41:51,100,113.263969,23.270929,12790
2014-01-01 09:41:52,107,113.268471,23.312349,17430
2014-01-01 09:41:52,100,113.268181,23.30477,16590
2014-01-01 09:41:54,63,113.259659,23.244659,9840
2014-01-01 09:41:54,107,113.266853,23.27997,13838
2014-01-01 09:41:58,59,113.257751,23.23745,9018
2014-01-01 09:41:58,107,113.260406,23.25214,10670
2014-01-01 09:41:59,115,113.26741,23.28475,14371
2014-01-01 09:42:00,104,113.261368,23.26214,11781
2014-01-01 09:42:01,89,113.268501,23.31444,17662
2014-01-01 09:42:02,96,113.26828,23.30829,16980
2014-01-01 09:42:02,85,113.267578,23.289339,14880
2014-01-01 09:42:02,34,113.256317,23.22979,8155
2014-01-01 09:42:03,92,113.257156,23.23625,8873
2014-01-01 09:42:05,96,113.267128,23.281651,14026
2014-01-01 09:42:07,92,113.268608,23.31624,17862
2014-01-01 09:42:07,100,113.25898,23.242741,9617
2014-01-01 09:42:07,93,113.268311,23.30843,16996
2014-01-01 09:42:08,85,113.262383,23.26656,12279
2014-01-01 09:42:08,56,113.256508,23.228861,8053
2014-01-01 09:42:10,93,113.267433,23.28438,14330
2014-01-01 09:42:13,92,113.258652,23.24159,9485
2014-01-01 09:42:14,92,113.25666,23.23366,8582
2014-01-01 09:42:15,107,113.267601,23.28919,14864
2014-01-01 09:42:15,100,113.262489,23.267139,12344
2014-01-01 09:42:15,98,113.266258,23.277321,13538
2014-01-01 09:42:18,70,113.258072,23.23951,9247
2014-01-01 09:42:18,107,113.267868,23.297409,15774
2014-01-01 09:42:18,104,113.263634,23.270149,12697
2014-01-01 09:42:18,97,113.267464,23.28615,14527
2014-01-01 09:42:19,96,113.268417,23.311741,17363
2014-01-01 09:42:22,97,113.268463,23.31197,17388
2014-01-01 09:42:22,100,113.266602,23.2784,13663
2014-01-01 09:42:23,96,113.259781,23.246719,10066
2014-01-01 09:42:23,23,113.256149,23.229071,8079
2014-01-01 09:42:25,103,113.267578,23.288139,14747
2014-01-01 09:42:29,92,113.259422,23.24502,9873
2014-01-01 09:42:30,85,113.257423,23.237431,9007
2014-01-01 09:42:30,105,113.267082,23.28113,13968
2014-01-01 09:42:30,100,113.267792,23.293539,15346
2014-01-01 09:42:31,100,113.263878,23.270969,12790
2014-01-01 09:42:34,85,113.25666,23.22884,8049
2014-01-01 09:42:34,100,113.264893,23.27334,13074
2014-01-01 09:42:35,107,113.267609,23.28928,14874
2014-01-01 09:42:35,96,113.268578,23.315281,17755
2014-01-01 09:42:36,90,113.256683,23.233879,8606
2014-01-01 09:42:38,92,113.260201,23.2502,10454
2014-01-01 09:42:39,104,113.264793,23.273211,13057
2014-01-01 09:42:40,104,113.26767,23.29179,15152
2014-01-01 09:42:44,107,113.261757,23.26424,12016
2014-01-01 09:42:44,100,113.26004,23.248911,10310
2014-01-01 09:42:48,92,113.267982,23.299959,16057
2014-01-01 09:42:49,85,113.256569,23.231609,8356
2014-01-01 09:42:53,111,113.267593,23.28664,14581
2014-01-01 09:42:54,92,113.260567,23.253941,10870
2014-01-01 09:42:56,92,113.256973,23.235291,8766
2014-01-01 09:42:59,104,113.262817,23.268129,12458
2014-01-01 09:43:00,105,113.267593,23.28915,14859
2014-01-01 09:43:03,97,113.267906,23.2978,15818
2014-01-01 09:43:04,92,113.26812,23.303761,16478
2014-01-01 09:43:04,100,113.267036,23.28092,13944
2014-01-01 09:43:05,74,113.257004,23.23509,8744
2014-01-01 09:43:08,111,113.267723,23.29108,15073
2014-01-01 09:43:09,96,113.260918,23.25757,11273
2014-01-01 09:43:12,89,113.257759,23.23864,9145
2014-01-01 09:43:12,90,113.268059,23.30228,16314
2014-01-01 09:43:15,92,113.260818,23.256571,11162
2014-01-01 09:43:15,105,113.267677,23.29314,15301
2014-01-01 09:43:16,74,113.259727,23.246401,10030
2014-01-01 09:43:16,81,113.257439,23.23757,9022
2014-01-01 09:43:16,96,113.268181,23.303761,16479
2014-01-01 09:43:17,100,113.267174,23.282249,14092
2014-01-01 09:43:19,89,113.268257,23.307289,16869
2014-01-01 09:43:20,85,113.267479,23.284349,14327
2014-01-01 09:43:20,92,113.267418,23.284149,14305
2014-01-01 09:43:20,81,113.268433,23.311859,17376
2014-01-01 09:43:20,56,113.257591,23.23773,9044
2014-01-01 09:43:20,92,113.260468,23.25276,10738
2014-01-01 09:43:21,93,113.259216,23.243971,9755
2014-01-01 09:43:22,92,113.256523,23.23217,8417
2014-01-01 09:43:24,100,113.261299,23.261379,11696
2014-01-01 09:43:24,107,113.267868,23.29516,15525
2014-01-01 09:43:25,96,113.267372,23.2838,14266
2014-01-01 09:43:26,96,113.2621,23.26552,12161
2014-01-01 09:43:27,76,113.268219,23.30571,16694
2014-01-01 09:43:27,92,113.258842,23.242279,9564
2014-01-01 09:43:30,103,113.25666,23.22843,8004
2014-01-01 09:43:30,85,113.265518,23.27523,13293
2014-01-01 09:43:30,48,113.256699,23.22851,8000
2014-01-01 09:43:31,85,113.258331,23.24053,9363
2014-01-01 09:43:31,70,113.260109,23.24913,10335
2014-01-01 09:43:32,107,113.268341,23.30802,16950
2014-01-01 09:43:33,84,113.268143,23.304449,16555
2014-01-01 09:43:34,85,113.268356,23.310301,17203
2014-01-01 09:43:35,107,113.26799,23.29845,15890
2014-01-01 09:43:35,74,113.258476,23.24074,9389
2014-01-01 09:43:35,92,113.268578,23.315411,17770
2014-01-01 09:43:35,74,113.267601,23.288191,14753
2014-01-01 09:43:37,84,113.257027,23.235491,8788
2014-01-01 09:43:37,85,113.268188,23.30497,16612
2014-01-01 09:43:40,85,113.256493,23.23143,8336
2014-01-01 09:43:40,70,113.267517,23.286989,14620
2014-01-01 09:43:40,79,113.268219,23.305811,16706
2014-01-01 09:43:41,74,113.263008,23.268539,12507
2014-01-01 09:43:42,96,113.25956,23.245529,9931
2014-01-01 09:43:45,30,113.256378,23.229851,8162
2014-01-01 09:43:45,85,113.267967,23.300819,16152
2014-01-01 09:43:45,42,113.256218,23.2302,8201
2014-01-01 09:43:45,100,113.266563,23.27862,13685
2014-01-01 09:43:47,100,113.268478,23.311859,17376
2014-01-01 09:43:48,89,113.267601,23.289169,14861
2014-01-01 09:43:48,87,113.26825,23.30757,16900
2014-01-01 09:43:51,92,113.260239,23.25079,10519
2014-01-01 09:43:51,92,113.267761,23.291229,15090
2014-01-01 09:43:51,104,113.261238,23.26071,11622
2014-01-01 09:43:52,93,113.257843,23.238779,9162
2014-01-01 09:43:55,92,113.26004,23.24872,10289
2014-01-01 09:43:55,56,113.25647,23.229019,8070
2014-01-01 09:43:55,92,113.263222,23.269199,12583
2014-01-01 09:43:55,76,113.268303,23.308889,17046
2014-01-01 09:43:56,107,113.258972,23.24275,9618
2014-01-01 09:43:56,85,113.267639,23.29018,14973
2014-01-01 09:44:00,33,113.256409,23.228649,8000
2014-01-01 09:44:00,84,113.268143,23.304029,16508
2014-01-01 09:44:02,78,113.260674,23.254881,10974
2014-01-01 09:44:03,84,113.268356,23.310671,17244
2014-01-01 09:44:03,89,113.268547,23.3155,17779
2014-01-01 09:44:03,85,113.267708,23.292919,15277
2014-01-01 09:44:05,78,113.268623,23.317141,17961
2014-01-01 09:44:06,92,113.267853,23.29484,15490
2014-01-01 09:44:06,89,113.260567,23.25415,10893
2014-01-01 09:44:06,104,113.2603,23.251249,10570
2014-01-01 09:44:06,52,113.259041,23.24506,9869
2014-01-01 09:44:06,89,113.267883,23.29471,15476
2014-01-01 09:44:06,100,113.261909,23.264931,12093
2014-01-01 09:44:08,81,113.26841,23.31131,17315
2014-01-01 09:44:09,79,113.256561,23.232771,8484
2014-01-01 09:44:10,96,113.268333,23.30731,16872
2014-01-01 09:44:10,90,113.268463,23.311991,17390
2014-01-01 09:44:11,30,113.256088,23.230619,8246
2014-01-01 09:44:12,15,113.256088,23.23082,8268
2014-01-01 09:44:12,104,113.265694,23.275749,13354
2014-01-01 09:44:12,92,113.268494,23.31286,17487
2014-01-01 09:44:13,100,113.260498,23.253309,10799
2014-01-01 09:44:16,100,113.267464,23.28653,14569
2014-01-01 09:44:16,111,113.263832,23.27058,12749
2014-01-01 09:44:16,96,113.256622,23.228809,8046
2014-01-01 09:44:17,52,113.256279,23.22945,8118
2014-01-01 09:44:19,89,113.267807,23.2962,15640
2014-01-01 09:44:23,92,113.268517,23.31472,17693
2014-01-01 09:44:23,92,113.259399,23.244829,9852
2014-01-01 09:44:24,74,113.257042,23.235701,8811
2014-01-01 09:44:27,78,113.267883,23.29631,15653
2014-01-01 09:44:27,96,113.268578,23.31625,17862
2014-01-01 09:44:27,111,113.266792,23.27969,13806
2014-01-01 09:44:30,111,113.258614,23.241529,9477
2014-01-01 09:44:30,93,113.256592,23.233101,8520
2014-01-01 09:44:31,96,113.267609,23.29019,14974
2014-01-01 09:44:34,78,113.267952,23.29944,15999
2014-01-01 09:44:34,92,113.260979,23.25815,11337
2014-01-01 09:44:37,104,113.264557,23.272499,12974
2014-01-01 09:44:37,92,113.268097,23.30163,16242
2014-01-01 09:44:37,7,113.257301,23.23596,8845
2014-01-01 09:44:37,92,113.268097,23.301689,16249
2014-01-01 09:44:38,96,113.260033,23.248659,10282
2014-01-01 09:44:39,81,113.256493,23.23073,8258
2014-01-01 09:44:41,100,113.266922,23.28019,13863
2014-01-01 09:44:41,72,113.257584,23.2381,9082
2014-01-01 09:44:44,100,113.261238,23.260851,11638
2014-01-01 09:44:45,108,113.259506,23.24667,10056
2014-01-01 09:44:45,89,113.257217,23.2365,8902
2014-01-01 09:44:45,93,113.268501,23.31439,17657
2014-01-01 09:44:47,104,113.257294,23.236919,8949
2014-01-01 09:44:47,104,113.267754,23.294201,15419
2014-01-01 09:44:47,107,113.26667,23.27927,13758
2014-01-01 09:44:48,78,113.261757,23.26409,12000
2014-01-01 09:44:48,100,113.261124,23.259451,11482
2014-01-01 09:44:51,85,113.261681,23.263901,11978
2014-01-01 09:44:52,78,113.268227,23.305099,16627
2014-01-01 09:44:53,81,113.268204,23.30533,16652
2014-01-01 09:44:54,100,113.260437,23.25267,10728
2014-01-01 09:44:57,22,113.25618,23.23028,8210
2014-01-01 09:44:57,107,113.261108,23.258579,11386
2014-01-01 09:44:58,96,113.261803,23.26437,12031
2014-01-01 09:44:58,64,113.268593,23.31226,17421
2014-01-01 09:44:58,92,113.267509,23.287741,14703
2014-01-01 09:45:00,114,113.260223,23.25128,10573
2014-01-01 09:45:02,107,113.267273,23.28339,14219
2014-01-01 09:45:02,104,113.267921,23.298189,15861
2014-01-01 09:45:06,80,113.262459,23.266951,12323
2014-01-01 09:45:09,92,113.260788,23.25633,11135
2014-01-01 09:45:09,95,113.259468,23.245291,9903
2014-01-01 09:45:10,74,113.257217,23.236629,8916
2014-01-01 09:45:12,100,113.267662,23.28825,14760
2014-01-01 09:45:13,107,113.26162,23.26288,11866
2014-01-01 09:45:13,92,113.268517,23.31513,17738
2014-01-01 09:45:13,70,113.268211,23.305531,16675
2014-01-01 09:45:17,59,113.257584,23.237539,9023
2014-01-01 09:45:19,96,113.263832,23.27076,12767
2014-01-01 09:45:19,104,113.262589,23.2673,12364
2014-01-01 09:45:20,104,113.267532,23.28826,14760
2014-01-01 09:45:20,100,113.263321,23.269449,12612
2014-01-01 09:45:21,85,113.263512,23.26997,12673
2014-01-01 09:45:22,89,113.26107,23.25901,11433
2014-01-01 09:45:23,89,113.268494,23.31213,17406
2014-01-01 09:45:23,92,113.268478,23.31144,17330
2014-01-01 09:45:23,107,113.26738,23.284361,14328
2014-01-01 09:45:26,92,113.263962,23.27107,12804
2014-01-01 09:45:27,104,113.256897,23.23484,8715
2014-01-01 09:45:28,67,113.268333,23.30827,16978
2014-01-01 09:45:29,104,113.267792,23.29587,15604
2014-01-01 09:45:30,92,113.264297,23.271959,12908
2014-01-01 09:45:33,104,113.26123,23.260759,11627
2014-01-01 09:45:33,92,113.259842,23.24732,10132
2014-01-01 09:45:33,96,113.267647,23.29154,15124
2014-01-01 09:45:34,96,113.265167,23.27421,13174
2014-01-01 09:45:34,111,113.264,23.271179,12817
2014-01-01 09:45:36,85,113.264679,23.27297,13027
